fecha,componente,vibracion,temperatura,horas_operacion,fallo
2021-05-10 14:00:00,turbina2,53.029782038094986,81.13412144828966,4918,0
2020-04-07 10:00:00,turbina2,54.908722458710415,73.90488178467486,4746,0
2022-07-26 09:00:00,turbina1,55.58936090261289,69.26700655471599,5233,0
2021-12-08 04:00:00,turbina1,37.80912541382947,77.54593317959856,7027,0
2021-02-16 08:00:00,generador1,66.26597548264678,83.97681319052309,3043,0
2022-04-28 03:00:00,turbina2,45.74758999286943,77.78194592714259,4656,0
2021-05-31 10:00:00,turbina1,58.79718799954567,68.78469394084208,3278,0
2021-12-18 13:00:00,generador1,60.575607610267,84.30297893627014,5487,0
2020-04-19 08:00:00,turbina2,34.62082818819074,69.33323959113308,6687,0
2022-06-07 11:00:00,generador1,64.29930040583912,73.39302084908121,5060,0
2020-03-01 02:00:00,generador2,46.36742451789114,74.45181763186766,5796,0
2021-01-10 18:00:00,turbina1,43.89798298462166,61.58542453124362,6073,1
2021-02-04 10:00:00,turbina2,46.21885997780048,81.99900586647959,3373,0
2021-08-07 13:00:00,generador1,59.048217334513005,71.4132130566475,4676,0
2022-08-16 20:00:00,generador2,41.59467706092336,79.96239304647631,6203,0
2021-10-13 07:00:00,turbina1,60.87803401456334,69.53545075437343,4430,0
2022-09-07 11:00:00,turbina2,39.338801674599125,62.0511309513017,5227,0
2022-05-20 11:00:00,generador1,62.1225140221259,58.83569447010249,7086,0
2021-02-19 21:00:00,generador1,70.14013533699138,65.26373505440155,4789,0
2022-10-20 04:00:00,turbina2,52.543723546226516,77.84367859621412,4251,0
2022-10-02 14:00:00,turbina2,40.10545872271559,72.00175878793533,4215,0
2022-01-10 13:00:00,turbina1,57.666052109736405,87.41861569417821,3732,0
2022-11-05 11:00:00,generador2,56.7239655549678,62.2127548852537,6196,0
2021-04-20 18:00:00,generador2,37.95967773532275,98.77129339455385,4970,0
2021-04-01 16:00:00,turbina1,36.409830230486634,78.36672582613954,5839,0
2022-11-06 06:00:00,turbina2,44.047788570516786,52.27813973332981,6846,0
2020-11-27 06:00:00,generador1,55.35216909581933,61.394270602310975,4892,0
2020-12-17 23:00:00,turbina2,57.69499720834997,107.48661871034054,4631,0
2020-05-18 04:00:00,turbina2,43.97636415769532,55.4988173923452,5071,0
2022-05-18 07:00:00,generador1,52.97117650794766,54.347707727660506,4101,0
2021-12-23 06:00:00,turbina1,72.94500410191755,82.90598534272436,4242,0
2022-07-25 07:00:00,generador2,47.18754610554616,74.53025062137051,4863,0
2021-12-31 17:00:00,turbina2,59.09934915969655,72.96353795933183,4283,0
2020-12-30 11:00:00,generador1,47.09265624748767,59.932684845937146,3674,1
2020-05-15 18:00:00,turbina2,62.50297289174837,86.79316022988962,5703,1
2021-02-02 21:00:00,generador1,56.55088640104811,64.97166013571575,3532,0
2021-01-05 07:00:00,turbina2,54.16806993376301,67.6772616623042,6057,0
2020-10-01 02:00:00,turbina2,79.64802891586777,72.9778486823806,3845,0
2021-02-28 20:00:00,generador1,61.40427312239412,76.4100682101672,4938,0
2020-11-29 00:00:00,generador2,54.01884901974412,78.80163097032312,4740,0
2020-02-25 09:00:00,generador2,44.44100541394853,72.71776529718072,4940,0
2021-11-03 12:00:00,turbina1,73.77553935217526,68.39753783373743,3621,0
2020-07-11 18:00:00,generador1,58.80056405526112,71.93329269976049,5586,0
2021-02-09 09:00:00,generador2,58.84106141855122,59.61506602956533,5713,0
2021-08-22 11:00:00,turbina1,57.05609139494866,63.87337945305448,5679,0
2020-07-28 20:00:00,generador1,45.2008606409843,92.01964777226739,5171,0
2022-10-09 09:00:00,turbina1,47.25130827073245,59.05009979296129,5284,0
2022-09-10 16:00:00,generador1,65.40679935451642,60.19087184349352,6511,0
2020-12-21 14:00:00,turbina2,58.028109633181145,61.349174946477746,4511,0
2021-09-10 19:00:00,generador1,42.250315279047804,90.55436265857192,4567,0
2022-03-06 13:00:00,turbina2,37.52274138773551,60.58561143769414,5426,0
2020-04-15 01:00:00,turbina2,47.70230759280172,70.63291853191684,6033,0
2021-02-08 09:00:00,turbina2,47.39218666495427,83.24521005219358,4888,0
2020-08-16 02:00:00,generador2,57.62384911220502,62.339239487495576,4850,0
2020-09-08 03:00:00,generador2,49.49684012054813,66.86629670452315,4844,0
2021-04-25 03:00:00,turbina1,54.42547521042332,59.66201323815401,6103,0
2021-01-28 06:00:00,turbina1,24.40765025171194,86.6969230675614,6040,0
2021-11-24 14:00:00,generador1,48.8170569567133,46.18175661876626,3544,0
2021-08-31 09:00:00,generador1,49.32081755798783,80.4327232189348,4723,0
2021-12-29 23:00:00,turbina1,39.859398085201775,91.50221812752729,4386,0
2021-01-19 14:00:00,generador1,56.88761996142854,81.17486714520449,5346,0
2021-08-19 06:00:00,turbina2,42.54299182822593,59.32278348347809,5480,0
2021-09-08 19:00:00,turbina1,60.38802955733865,74.3247489486,4462,0
2020-02-20 22:00:00,generador2,27.298285040953175,86.08170368581146,5461,0
2020-09-18 20:00:00,generador1,65.42017149482336,65.6001299834369,4687,0
2020-01-19 06:00:00,turbina1,59.906415583226135,48.257898685522676,6792,0
2020-04-17 19:00:00,turbina1,32.688076201778216,72.59357470764955,4305,0
2021-04-05 06:00:00,turbina2,43.25870927570928,72.94287340889136,4403,0
2020-11-11 09:00:00,generador2,41.29345621801913,88.63991315245067,3761,0
2021-05-24 05:00:00,turbina2,59.54092269389447,66.83557461093937,5786,0
2022-01-31 22:00:00,generador2,64.85361926698536,76.50334728424237,5770,0
2022-04-25 18:00:00,generador1,56.44580474783125,60.804996195815995,4392,0
2022-11-26 03:00:00,turbina1,59.52995752136957,44.34299244078341,4865,0
2022-04-16 20:00:00,turbina2,45.942055911087266,57.87187600260868,3376,0
2022-05-07 11:00:00,generador1,39.930664173045756,42.86025486666915,4838,0
2022-02-15 01:00:00,turbina1,41.82268964311411,84.37649021278845,4650,0
2020-04-29 07:00:00,turbina1,53.08616634461437,71.42174916352451,4356,0
2022-02-27 13:00:00,turbina1,44.87116474254719,68.37745762713513,8114,0
2021-05-27 16:00:00,generador2,51.887718088039094,66.23163516300943,4971,0
2020-03-10 13:00:00,generador1,46.83112327036508,75.70160360045577,7076,1
2021-01-23 13:00:00,turbina2,65.96930099337659,67.90924324914141,5778,0
2020-08-04 22:00:00,turbina1,54.25331075924907,83.76946398333793,3558,0
2020-06-21 14:00:00,generador1,58.773600860683445,62.76602023115653,5895,0
2020-12-18 15:00:00,generador2,51.921662275167286,60.95800363435317,4181,0
2022-04-03 19:00:00,generador2,54.6289826818719,78.79216190210245,5709,0
2021-09-01 16:00:00,turbina2,35.76369546491579,95.52170156390045,5659,0
2021-04-26 21:00:00,turbina1,33.58268955442294,71.31819604654797,3632,0
2022-04-08 17:00:00,turbina2,14.296297718161433,59.17312579520043,4671,0
2021-02-05 11:00:00,turbina2,64.18541161552811,68.0110359919198,4403,0
2020-06-15 13:00:00,generador1,51.03949332579791,79.74892176239155,4489,0
2021-12-24 11:00:00,generador1,67.50413491204493,68.73719457095339,5231,0
2022-11-24 20:00:00,turbina2,46.45149482988189,61.373192227800494,6034,0
2021-05-20 05:00:00,turbina1,48.957365644645755,73.6971966189226,6180,0
2022-01-15 14:00:00,turbina2,66.58714805986342,69.18898710783975,5189,0
2020-01-14 09:00:00,generador1,44.65172743099323,81.73035646587026,3630,0
2022-04-27 12:00:00,generador2,51.076853667216014,61.225537942963896,4919,0
2020-07-21 14:00:00,generador2,52.01469826768711,63.65011077244666,4884,0
2022-02-04 20:00:00,generador2,43.807736433883285,96.38413772672224,4302,0
2020-12-20 19:00:00,turbina1,44.42047169051906,102.11906738207156,6434,0
2022-11-24 03:00:00,turbina2,56.815141207314134,71.03364476376231,4267,0
2021-05-11 07:00:00,generador1,67.74089793522164,75.61142164165778,7386,0
2021-01-17 22:00:00,turbina1,62.10567824442313,85.18029378510428,5542,0
2022-05-07 00:00:00,turbina2,35.248219039191156,54.904524630852485,6464,0
2021-10-07 21:00:00,generador2,45.539851010828436,64.45770013225413,3626,0
2022-06-30 04:00:00,generador1,39.62300680822085,59.328043838836344,5805,0
2020-02-25 23:00:00,generador2,64.4663807164726,63.776116260740835,4891,0
2022-04-29 12:00:00,turbina1,67.61282317709535,71.02073076527495,4522,0
2022-10-04 15:00:00,generador1,50.0041348118099,54.19150897621487,3250,0
2022-08-17 08:00:00,generador2,36.51223447543223,81.77125096154111,7239,0
2022-02-27 00:00:00,generador2,49.99886495602696,84.46002068678678,5718,0
2020-02-28 09:00:00,generador2,52.19464069581102,75.84286044611953,5421,0
2021-12-01 08:00:00,turbina1,67.17186981479247,70.93581063759854,5481,0
2021-10-21 16:00:00,generador2,71.66420415888496,86.54792873053542,5813,0
2021-09-26 04:00:00,generador1,39.8270557178877,42.43089147552962,5428,0
2021-09-29 07:00:00,turbina2,54.83669982426009,66.05350772981852,5539,0
2022-07-30 02:00:00,generador2,55.604201921742046,84.8643456072481,3798,0
2022-09-28 21:00:00,generador2,40.363502632361225,86.34875860388914,5308,0
2022-05-06 13:00:00,turbina1,64.08043905197329,75.62397794098385,4298,0
2021-10-10 14:00:00,generador1,51.11506543107634,102.8507594342023,3331,0
2022-05-19 14:00:00,generador1,59.93004503998906,55.46876995374123,4829,0
2022-09-11 01:00:00,turbina2,44.54801060948016,69.24612021037154,4310,0
2022-06-24 06:00:00,generador2,44.94826041797104,51.66184438081223,5692,0
2020-08-09 14:00:00,generador1,57.08344192831965,73.32019218221724,4424,0
2022-05-26 08:00:00,generador1,43.33914784078353,106.6612916785736,2838,0
2021-05-21 07:00:00,turbina2,52.461183798279265,74.93449586910506,6233,0
2022-02-04 18:00:00,generador2,73.0889649365488,67.82987591843798,4557,0
2020-10-28 20:00:00,turbina1,58.36349651883371,84.01771369360037,5231,0
2020-12-26 12:00:00,turbina1,37.07059807430695,78.39550782437934,5526,0
2022-01-15 18:00:00,turbina1,70.17814661964569,57.4013354325556,4670,0
2021-06-22 11:00:00,generador1,34.301439606985795,82.85004192244622,3574,0
2022-12-23 09:00:00,turbina2,46.99278671816768,61.71802142348208,5012,0
2020-06-25 07:00:00,generador2,40.27930654777403,83.73757782433913,5814,0
2021-09-21 21:00:00,turbina1,37.10493032947869,96.2433945150501,3970,0
2020-03-01 12:00:00,generador1,66.56156055440763,66.38409340527545,4608,0
2020-02-01 19:00:00,generador2,53.58008376786332,50.80343818909154,6562,0
2020-09-01 23:00:00,generador1,69.41030797917513,69.34953027708588,5526,0
2021-10-30 09:00:00,generador2,51.430593890083784,56.70833481471884,5986,1
2020-02-21 06:00:00,turbina1,69.13835584772448,76.34572801470883,3356,0
2020-05-26 08:00:00,generador1,74.1639648182311,80.8155398070934,6926,0
2021-09-08 23:00:00,generador2,53.836689366713536,59.01064566035565,4734,0
2020-07-13 15:00:00,turbina2,39.92075086014236,57.833266484697596,5285,0
2020-12-27 09:00:00,generador2,49.143613416116985,79.2435938141526,6117,0
2022-02-28 11:00:00,generador2,38.08441910687401,87.36477966767848,3004,0
2020-12-08 01:00:00,turbina1,42.85455467883446,68.9980470037694,4470,0
2021-07-12 08:00:00,generador2,54.849680432710315,79.10717838929342,7132,1
2022-03-30 15:00:00,turbina2,49.9389142253833,68.7563070521322,3025,0
2021-06-04 05:00:00,generador1,48.58952188370775,60.80835140805237,7628,0
2021-03-28 01:00:00,generador2,39.12321135843169,46.44684968523462,7076,0
2021-03-26 02:00:00,turbina1,41.41952705248042,83.0118005977102,6239,0
2021-07-14 02:00:00,generador2,36.04721703695331,66.56674169006735,5122,0
2022-08-24 02:00:00,turbina1,53.85060373821728,79.52991117853676,4752,0
2022-11-13 05:00:00,generador2,53.08433403671549,64.00116867786343,4341,0
2020-12-04 09:00:00,turbina2,42.210347327039045,61.44732194162396,3108,0
2021-01-15 03:00:00,generador1,43.91258613634119,71.82885748007895,3898,0
2020-08-23 10:00:00,generador1,32.90488298246028,62.53046580038645,4437,0
2021-03-22 11:00:00,generador1,64.40073146167863,67.29894611323994,5446,0
2022-11-18 14:00:00,generador1,48.407859753898265,71.57575949097583,4213,0
2021-05-23 22:00:00,generador2,44.2619060972834,81.88715314702519,4250,0
2021-03-23 15:00:00,turbina2,49.10288955368767,61.9244900725191,3386,0
2020-06-22 17:00:00,generador2,36.35313965983304,82.82794579842084,5829,0
2021-09-30 01:00:00,generador1,57.00683170629516,73.4767790958486,3592,0
2022-03-02 22:00:00,turbina1,48.883218090225746,44.659485426169724,5975,0
2022-01-24 19:00:00,generador1,46.19905476564605,64.3347795037979,1680,0
2022-01-22 11:00:00,generador2,19.29215166106772,74.04495623864955,4054,0
2022-07-02 02:00:00,generador2,36.8242815488982,59.56342815106456,3757,0
2021-03-06 12:00:00,generador2,59.81675178732701,61.44934089862378,5803,0
2022-03-16 11:00:00,turbina1,55.666448519777056,51.47226152283912,5784,0
2020-10-06 05:00:00,turbina1,49.568767363009805,65.58577329425098,5729,0
2021-09-15 18:00:00,generador1,52.43437824365119,86.41353441870126,6195,0
2022-05-21 18:00:00,turbina2,56.631188275169364,85.14618814082553,7725,0
2021-10-09 19:00:00,generador1,38.65857155256882,44.41139340824836,5331,0
2022-11-06 23:00:00,turbina2,51.50449775006566,66.20348595913458,4109,0
2022-11-01 17:00:00,generador1,45.674690142472926,77.90742847706437,4877,0
2022-03-12 03:00:00,generador2,43.181610083623454,52.36142102912378,4979,0
2021-12-02 01:00:00,generador2,51.76083461958143,88.71857632619059,5078,0
2020-07-15 14:00:00,turbina2,51.986400825266955,69.97704193824163,4732,0
2021-05-05 11:00:00,generador1,50.20940002975907,72.41690325941629,4842,0
2022-05-14 03:00:00,generador2,69.05178256361648,108.06099563311437,2722,0
2020-08-26 19:00:00,turbina1,50.79741928872894,70.54566821501997,4017,0
2021-04-01 14:00:00,generador2,53.51719011699133,59.46734950015558,5536,0
2022-06-29 05:00:00,turbina2,40.31448012622063,92.87123865185825,3685,0
2022-04-11 14:00:00,turbina2,42.987639962354436,70.08451769488458,4517,0
2021-02-01 00:00:00,generador2,61.78610233859788,55.184582703616655,6105,0
2021-09-30 07:00:00,turbina2,52.02204277742689,65.9154701187372,4662,0
2022-11-25 15:00:00,turbina1,69.35908416668505,66.08593881297853,3703,0
2021-12-09 04:00:00,generador1,56.93336832165084,79.53157511554046,6356,0
2020-10-20 12:00:00,turbina1,57.06153754497533,88.16841833399657,3911,0
2020-07-03 05:00:00,turbina1,57.217201842369796,67.00328156609739,5391,0
2022-09-13 00:00:00,turbina1,47.7990625350895,61.81819109024839,2657,0
2021-03-15 16:00:00,generador1,48.95520269409119,58.880768956728424,5956,0
2021-09-16 09:00:00,turbina1,30.657451724030828,76.29809907195175,5681,0
2021-03-30 17:00:00,turbina2,36.22932468332721,77.52383805190108,5412,0
2020-08-04 05:00:00,generador2,60.82479738032236,68.71040149975299,6781,0
2021-03-29 04:00:00,turbina1,57.96001681393456,73.10389831928406,5835,0
2021-04-30 17:00:00,generador2,48.40054243008383,90.26963592289181,3994,0
2021-04-24 19:00:00,generador1,58.44765927725172,54.83058739419337,6068,0
2020-08-23 20:00:00,generador1,54.30988388935323,75.72773140904971,5513,0
2021-06-09 10:00:00,generador2,57.18820355572272,62.54080126208857,4700,0
2021-02-18 20:00:00,turbina1,62.66971335947806,75.45398910729607,5875,0
2022-01-27 11:00:00,turbina1,55.38524849835148,69.0924547640636,5206,0
2021-11-03 03:00:00,turbina1,44.447807522218234,78.05908886832982,4873,0
2021-12-14 03:00:00,turbina1,59.41638418922739,72.01101729783521,4238,0
2022-04-02 21:00:00,turbina2,41.28085001663657,69.32211306156591,5388,0
2020-07-25 07:00:00,generador2,34.62714208949933,74.2338488522613,3336,0
2021-08-13 05:00:00,turbina1,63.10160887560992,58.40694261066717,6368,1
2021-06-23 17:00:00,generador2,52.90362028579451,53.006630496220026,5178,0
2021-09-06 01:00:00,generador1,42.500006088750695,77.18761281962678,5448,0
2020-08-09 02:00:00,generador2,50.58031219126409,61.494504217578466,4482,0
2020-01-09 02:00:00,generador1,64.19677600410064,96.76125272156636,4471,0
2020-08-13 21:00:00,generador1,56.836973437911254,65.43820637313134,5564,0
2022-03-22 02:00:00,turbina1,39.616643243536586,88.65481743408273,4114,0
2021-12-15 05:00:00,generador2,32.48864403045373,63.783328431388775,4851,0
2022-06-13 16:00:00,generador2,64.92939886788885,64.44105199721096,5538,0
2022-01-07 01:00:00,turbina2,42.414748414600226,73.52597964044634,3932,0
2022-05-18 03:00:00,generador1,56.938936232928576,89.8188357413437,4418,0
2021-05-08 11:00:00,turbina1,54.43299027167096,79.7874401832482,4152,0
2022-07-11 03:00:00,generador2,58.32502320405819,63.91647362605555,5954,0
2020-05-21 09:00:00,turbina1,47.90767253461851,74.88774477504134,5949,0
2021-12-02 14:00:00,generador2,44.705144560416116,68.80829230738097,4376,0
2022-01-31 11:00:00,generador1,57.64849737621672,91.80771377852147,3583,0
2020-05-06 02:00:00,turbina2,69.26592628329325,68.71082021471317,5042,0
2020-09-22 04:00:00,turbina2,26.771783165832037,50.18334925422188,4552,0
2022-08-14 06:00:00,generador1,36.69575699791616,62.37620855151318,3772,0
2021-03-09 16:00:00,turbina1,70.92013296555814,51.0055805914986,2941,0
2021-02-08 09:00:00,turbina2,56.27338681129672,100.38196062261069,6103,0
2022-08-05 15:00:00,generador2,44.43340888335131,76.10927277692525,4108,0
2021-01-07 08:00:00,turbina1,43.91487855741105,60.09716716646629,4427,0
2021-10-18 21:00:00,generador2,40.9961584585988,65.20728313405412,6353,0
2020-10-17 02:00:00,turbina1,43.23394768854364,80.56404343986162,4123,0
2022-07-23 20:00:00,turbina1,47.383755876490596,60.32327506070364,6582,0
2020-01-26 04:00:00,generador2,49.8618300390354,81.06865944753557,5698,0
2020-09-11 19:00:00,turbina2,43.74737747832788,62.3157505240849,2341,0
2020-09-27 03:00:00,turbina2,69.44668088966135,79.69860654503968,4896,0
2022-08-10 17:00:00,generador2,51.50420226434164,63.90987086147208,3687,0
2021-04-13 07:00:00,turbina2,57.21855991035022,49.470944429711565,5496,0
2020-02-17 04:00:00,turbina2,59.42256170939864,71.61876796030774,7086,0
2020-04-19 05:00:00,turbina1,54.19939584675671,76.7776000455152,3767,0
2021-07-08 05:00:00,generador2,58.100312694941344,85.11637461015674,3962,0
2020-06-29 23:00:00,generador2,53.62538979151223,86.0604998625958,3434,0
2021-05-15 23:00:00,generador2,43.828000484698904,79.17760473365132,5942,0
2021-04-14 22:00:00,generador1,38.45449479604126,58.957047558551494,5553,0
2022-10-18 22:00:00,turbina2,56.62498841625296,68.01212480776974,5720,0
2020-04-29 22:00:00,generador2,40.35615613560464,47.40317521287623,4624,0
2020-02-08 12:00:00,generador1,57.3626016401996,32.61790227257828,3452,0
2022-08-22 21:00:00,generador1,51.176237928446156,57.063033207640984,4346,0
2022-08-06 14:00:00,generador1,38.298013308172266,70.88105078785576,2772,0
2021-01-24 06:00:00,turbina2,55.03595893079837,80.03889662542528,4198,0
2020-04-01 07:00:00,generador1,55.149043043833004,66.34384451615303,7294,0
2020-12-04 01:00:00,generador1,44.203916616702244,85.79439853303906,3880,0
2020-04-14 16:00:00,generador2,49.22175948382845,57.83617810128446,5321,0
2020-01-27 15:00:00,generador1,46.06247638741205,54.83067814664534,5872,0
2021-06-16 14:00:00,generador1,38.56268090370369,55.19083404582221,7455,0
2020-05-07 06:00:00,generador2,61.307586809661245,41.156673320214324,4945,0
2021-05-09 04:00:00,turbina1,65.80009841576843,100.99308855376965,5620,0
2020-03-14 19:00:00,generador2,40.09326300354686,72.50383999150148,6533,0
2020-10-14 07:00:00,generador1,68.57090117256419,80.83346276757855,4537,0
2020-08-10 10:00:00,turbina2,62.94373518768525,81.36050270404083,5098,0
2021-09-10 20:00:00,generador2,45.97620601949621,83.15689583070929,5730,0
2021-06-02 05:00:00,turbina1,46.59532964546586,72.47308119121368,5249,0
2021-12-06 08:00:00,turbina1,50.6622008123497,41.429598442287464,5026,0
2021-10-18 01:00:00,generador2,44.622041327103304,79.63602059170222,3578,0
2021-08-13 18:00:00,turbina1,55.561315715724305,79.49524741794713,5843,0
2021-08-24 18:00:00,turbina1,65.10575494601287,49.60347192783346,5014,0
2021-07-28 02:00:00,turbina1,57.759541962605155,73.41709198683954,6000,0
2022-01-20 23:00:00,turbina1,64.98896885517595,75.06303656024019,4129,0
2022-09-25 19:00:00,generador2,52.45605099970102,48.61973848760827,6306,0
2020-03-07 10:00:00,turbina1,57.64960473177999,74.28532270021762,4777,0
2020-12-03 14:00:00,generador2,59.14263962465853,65.40835967297284,5500,0
2022-06-10 09:00:00,generador2,44.01538407953494,77.74088413795069,5453,0
2020-11-01 21:00:00,generador2,50.67833004638521,57.017484115531744,2639,0
2022-03-11 22:00:00,turbina1,65.10855966867466,81.52661480720742,5505,0
2021-05-29 05:00:00,generador1,41.47382279404323,37.19415605198363,3380,0
2021-03-01 01:00:00,turbina2,23.054744270740773,84.07269364862111,4940,0
2020-12-21 02:00:00,turbina1,48.26600735438171,94.5747220591306,5732,0
2022-02-27 15:00:00,turbina2,55.69341656892343,59.64410040953076,5308,0
2022-04-24 03:00:00,generador2,27.899222046730614,89.27493198556999,5628,0
2020-02-06 17:00:00,generador1,43.348766213021364,76.84918568810846,4443,0
2021-09-03 22:00:00,turbina1,54.68883888171705,56.46523762459543,4183,0
2021-06-20 07:00:00,turbina2,57.63263726697827,67.89981737968755,4571,0
2022-09-09 23:00:00,turbina2,51.59947356111569,97.18903673576736,6117,0
2022-04-11 13:00:00,generador2,41.47473747320753,68.54102417156756,4059,0
2020-09-05 19:00:00,generador1,52.92726334630814,57.78037282773049,5083,0
2022-06-09 06:00:00,turbina2,63.71938572114483,75.55229699587652,6253,0
2022-03-22 21:00:00,generador2,40.49387048905141,73.7114089458382,4361,0
2022-09-09 03:00:00,turbina1,49.1350237317538,104.42620964852298,3357,0
2020-12-19 13:00:00,generador2,44.356054234960745,85.61497700494778,5369,0
2020-12-12 21:00:00,generador1,57.71080615806004,47.27407069705974,5999,0
2020-10-29 01:00:00,turbina1,75.48971788341808,66.1951561829241,4512,0
2021-03-27 05:00:00,generador1,26.43431821839643,70.15231434163223,7409,0
2021-08-21 09:00:00,generador1,55.572936879734826,88.58659144407156,6588,0
2021-01-01 17:00:00,turbina2,40.9477853528109,101.54250857971633,6764,0
2021-06-22 05:00:00,generador1,64.54005747907597,97.8697685075737,4828,0
2020-10-02 21:00:00,turbina1,30.972805912417126,33.21544568823013,3961,0
2022-05-22 06:00:00,turbina1,35.21913860138534,83.41439744224364,5481,0
2020-04-13 18:00:00,turbina1,50.997605589091414,46.58934284568329,3344,0
2020-08-18 13:00:00,turbina1,28.574716958363233,82.24483141011022,5332,0
2021-09-14 01:00:00,generador1,51.31474058180542,91.86460399387252,5485,0
2020-05-19 22:00:00,turbina2,37.86703544097558,72.94192837281896,3615,0
2022-08-14 23:00:00,generador2,62.92240775635071,95.61345102185588,2539,0
2020-12-26 16:00:00,turbina2,68.78171619336516,62.282339228593415,5162,0
2022-03-22 04:00:00,turbina1,59.209858745991255,81.15602708019135,4945,0
2020-08-26 10:00:00,generador2,39.838630462030785,88.94801427986175,4531,0
2021-05-03 19:00:00,generador2,38.802228021973875,77.43875026298916,6183,0
2022-09-25 00:00:00,turbina1,39.649057321551965,98.21570618612228,4309,0
2021-08-24 04:00:00,generador1,52.487051339694666,52.93186117499674,6733,0
2022-04-13 14:00:00,generador1,69.24429002103838,78.90633550229512,3961,0
2021-02-02 18:00:00,turbina2,57.6706380840211,81.91456751321724,4990,0
2020-03-05 07:00:00,turbina2,60.544658098588165,96.8306452292842,3617,0
2020-09-19 21:00:00,turbina2,51.74454304842943,76.93366971967345,3092,0
2020-12-07 22:00:00,generador2,47.365746317367275,74.61029785699479,4071,0
2021-06-22 01:00:00,turbina2,57.5815966328225,73.36685283007944,5405,0
2021-06-22 16:00:00,turbina1,55.53768325881942,58.037954838772016,6380,0
2021-08-04 10:00:00,turbina2,54.02590727183569,67.95790210318519,4641,0
2021-11-12 14:00:00,generador2,52.359001833243624,81.53105227637458,4462,0
2021-01-20 13:00:00,generador2,51.51010835759213,77.82410830777688,4783,0
2020-10-22 07:00:00,generador1,44.57767779822734,72.50487041144522,5183,0
2022-06-17 14:00:00,generador2,54.13313013369442,40.2782204006187,3350,0
2020-10-28 05:00:00,turbina2,32.17879918574722,56.54555038778213,5180,0
2021-01-13 12:00:00,generador1,45.544406678273134,51.11564427220687,5452,0
2020-12-22 09:00:00,generador1,48.954348830970126,80.54022815124371,6748,1
